method,mse_mean,mse_std,wasserstein_distance,c2st
NRE_Standard,0.018057435750961304,0.001365220407024026,0.1354908636663455,0.5892999768257141
NRE_Corrected,0.016059095039963722,0.0009826571913436055,0.12736185377829085,0.5805000066757202
