,ALPHA,TRUE_DATA,TRUE_THETA,INDEX_MARGINAL,TEST_ACCURACY,TRAIN_ACCURACY,TEST_LOSSES,TRAIN_LOSSES,TIME_SIMULATIONS,TIME_TRAINING,TIME_EVAL,RANKSUMS_STAT_ABC,RANKSUMS_PVALUE_ABC,C2ST_ABC,RANKSUMS_STAT_NRE,RANKSUMS_PVALUE_NRE,C2ST_NRE,RANKSUMS_STAT_CORRECTED_NRE,RANKSUMS_PVALUE_CORRECTED_NRE,C2ST_CORRECTED_NRE
0,1.0,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.48557037, 0.9709507, 0.9778029, 0.9671645, 0.9840599, 0.98514026, 0.98237437, 0.9852853, 0.9868108, 0.98745596, 0.98590046, 0.98697585, 0.98837626, 0.9850002, 0.9881312, 0.98766106, 0.98866636, 0.98866135, 0.98915154, 0.98915154, 0.98924154, 0.98930657, 0.98925656, 0.9893266, 0.98919153, 0.9893316]","[0.48313522, 0.935894, 0.9701958, 0.9727249, 0.97995377, 0.983696, 0.97730255, 0.98397064, 0.9857292, 0.98552704, 0.987175, 0.98716354, 0.9870491, 0.98737335, 0.9883537, 0.988369, 0.98890686, 0.9888649, 0.98926926, 0.9891739, 0.9894295, 0.9891052, 0.9896774, 0.98947525, 0.98962784, 0.98960876]","[4.2678447, 0.096915625, 0.088514134, 0.10116053, 0.058895253, 0.0586231, 0.06194961, 0.055645414, 0.05373593, 0.048966188, 0.05469932, 0.05106555, 0.04673067, 0.058362357, 0.050789874, 0.04985354, 0.047236796, 0.04586009, 0.04460954, 0.04450926, 0.044576578, 0.044332232, 0.04436957, 0.044274412, 0.04424824, 0.04422364]","[4.2834744, 0.20473137, 0.11676718, 0.11629004, 0.07319907, 0.06316595, 0.08981645, 0.059019122, 0.05590015, 0.057653844, 0.05207209, 0.05200448, 0.051694, 0.05225193, 0.0466514, 0.046962313, 0.045209557, 0.044846956, 0.043702498, 0.04333747, 0.042466022, 0.043776996, 0.042753052, 0.042757004, 0.041844, 0.042428784]",2.8244593143463135,1741523152.0403492,17.908159255981445,[-20.62588304],[1.6076896e-94],[0.98610002],[-50.97832421],[0.],[0.6591],[-51.45571171],[0.],[0.65920001]
1,0.9,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.45772648, 0.95733637, 0.97667253, 0.9618478, 0.9830946, 0.981314, 0.98351973, 0.98441, 0.9855304, 0.98579544, 0.9835948, 0.98599553, 0.9866207, 0.9866107, 0.9867508, 0.98639065, 0.9871309, 0.98698586, 0.98647565, 0.98608553, 0.9870459, 0.98726594, 0.9872359, 0.9873359, 0.98730594, 0.9873409, 0.98736095]","[0.45980072, 0.93157196, 0.96603775, 0.9668274, 0.97633743, 0.9805107, 0.982254, 0.9796524, 0.9853096, 0.9859543, 0.98337555, 0.9863243, 0.98656845, 0.986351, 0.9864807, 0.98716354, 0.9870453, 0.98740387, 0.9874687, 0.98672485, 0.9873848, 0.9875107, 0.98770905, 0.9876251, 0.98749924, 0.9875107, 0.987648]","[2.7091238, 0.13113318, 0.08149209, 0.11885183, 0.06658585, 0.069505244, 0.0701635, 0.062376454, 0.056521647, 0.054621562, 0.061652604, 0.054636244, 0.05239323, 0.05282226, 0.0523933, 0.05348427, 0.05152587, 0.05184439, 0.054612976, 0.055755768, 0.051587317, 0.05088308, 0.051079042, 0.050794877, 0.050862473, 0.05084247, 0.05077857]","[2.7250705, 0.20495895, 0.12873116, 0.12137085, 0.08467482, 0.074611545, 0.06772542, 0.07719544, 0.05750391, 0.05533997, 0.06468503, 0.05343428, 0.053342722, 0.05415731, 0.053064495, 0.051127337, 0.051623277, 0.049617812, 0.049772333, 0.051604748, 0.049751833, 0.04930561, 0.04887055, 0.049112584, 0.049065366, 0.049616076, 0.049124107]",2.9228415489196777,1741523491.3896694,17.8549702167511,[-15.37951091],[2.24638114e-53],[0.98615003],[-21.11667136],[5.58975398e-99],[0.57415003],[-21.82082327],[1.47185782e-105],[0.57354999]
2,0.5,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.49767926, 0.95955706, 0.96348333, 0.97134584, 0.9734465, 0.9707807, 0.9712758, 0.9738016, 0.9731314, 0.9742367, 0.9736516, 0.97445685, 0.97451186, 0.97480196, 0.9743618, 0.9740617, 0.97488695, 0.97487193, 0.975017, 0.97492695, 0.97494197, 0.974987, 0.974967]","[0.49793625, 0.9080734, 0.9614792, 0.96414566, 0.97099304, 0.97079086, 0.97210693, 0.973896, 0.97405624, 0.97444916, 0.97515106, 0.97533417, 0.97566223, 0.97576904, 0.97592545, 0.9755707, 0.9761162, 0.9763336, 0.9766998, 0.976326, 0.9769325, 0.97683334, 0.9767113]","[1.2227811, 0.12776448, 0.12357114, 0.10022, 0.09241956, 0.10282292, 0.10155761, 0.091319025, 0.09482166, 0.09070515, 0.09331189, 0.08990713, 0.089976065, 0.08917613, 0.090127975, 0.09144235, 0.08876227, 0.088351846, 0.08825733, 0.088541865, 0.0883762, 0.08827266, 0.08831469]","[1.2214533, 0.2512347, 0.13741872, 0.12514037, 0.10112262, 0.102902465, 0.09643815, 0.09169681, 0.091308095, 0.089452, 0.08799291, 0.08723132, 0.085741825, 0.08608412, 0.08449005, 0.08599109, 0.08434163, 0.08407187, 0.082923606, 0.084156975, 0.082601905, 0.08297041, 0.082825646]",2.883936643600464,1741523783.578582,16.946439027786255,[-7.11368416],[1.1298555e-12],[0.97415],[-18.01137775],[1.58630654e-72],[0.5571],[-19.12854494],[1.46095315e-81],[0.55855]
3,0.1,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.49542353, 0.8864937, 0.8993678, 0.89448124, 0.896827, 0.9004682, 0.89099514, 0.89588666, 0.899883, 0.8950114, 0.9006432, 0.9015985, 0.9027589, 0.903164, 0.90320903, 0.9039143, 0.8988776, 0.9035791, 0.90263885, 0.9037692, 0.90389925, 0.9037842, 0.90385926, 0.90369916, 0.90370417, 0.9037342]","[0.49477386, 0.79071426, 0.89214325, 0.8937721, 0.8953438, 0.8956146, 0.89596176, 0.89727783, 0.8995323, 0.9001236, 0.9004898, 0.90019226, 0.90267944, 0.9028015, 0.903759, 0.9039612, 0.90478516, 0.90554047, 0.9048042, 0.9049797, 0.90509415, 0.90491486, 0.906044, 0.9053154, 0.9057121, 0.9055519]","[1.1817002, 0.29015052, 0.26261118, 0.27112406, 0.26762596, 0.2585866, 0.2787964, 0.26921996, 0.2602628, 0.2682995, 0.25810966, 0.2564788, 0.25365198, 0.25266203, 0.25268188, 0.2512947, 0.26075056, 0.25164145, 0.25351295, 0.2513832, 0.25133666, 0.25131953, 0.25127548, 0.25127122, 0.25124425, 0.25128973]","[1.1840918, 0.42712757, 0.27791125, 0.2724355, 0.2701503, 0.26963708, 0.2674283, 0.2649995, 0.2593219, 0.25854036, 0.2572849, 0.2580648, 0.2531371, 0.2515649, 0.24989317, 0.24979788, 0.24838589, 0.24763313, 0.24819416, 0.2473329, 0.24722995, 0.24776113, 0.24626784, 0.24728009, 0.24650197, 0.2465526]",2.9269607067108154,1741524105.1806436,16.0546293258667,[-0.97013903],[0.3319772],[0.89985001],[-3.25498431],[0.00113399],[0.50330001],[-4.11398174],[3.88892211e-05],[0.50685]
4,0.05,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.50134546, 0.82386863, 0.83178616, 0.8325114, 0.8317161, 0.82864016, 0.83567744, 0.8358725, 0.83455706, 0.834432, 0.82802, 0.83834326, 0.83861834, 0.8386034, 0.83809316, 0.8359675, 0.8389034, 0.83834827, 0.83915854, 0.83901846, 0.83911353, 0.8390085, 0.83921355, 0.8390835, 0.8390935, 0.83917356]","[0.4992218, 0.63155746, 0.819191, 0.82637024, 0.82654953, 0.83032227, 0.8299713, 0.8342209, 0.832531, 0.83483887, 0.8371353, 0.8374634, 0.8368187, 0.8379173, 0.83865356, 0.8381882, 0.84035873, 0.83956146, 0.84025955, 0.83958054, 0.8401489, 0.8402252, 0.84054565, 0.84036636, 0.8403549, 0.83948517]","[0.8480425, 0.39990273, 0.3804118, 0.37797505, 0.38020495, 0.38113588, 0.3702498, 0.3713965, 0.37469047, 0.37420025, 0.38272133, 0.36777478, 0.36716717, 0.36607483, 0.36662635, 0.36963516, 0.36624274, 0.36611748, 0.36593512, 0.3655463, 0.36568362, 0.36580995, 0.36553025, 0.3655745, 0.36563388, 0.3654791]","[0.8495994, 0.60517925, 0.40156013, 0.3880158, 0.38646945, 0.3809278, 0.3806757, 0.3739523, 0.37571412, 0.37154156, 0.3685506, 0.3684597, 0.3679608, 0.3663401, 0.36488065, 0.36586773, 0.3628775, 0.36397707, 0.3624515, 0.36403167, 0.36348748, 0.36290097, 0.36237547, 0.36241448, 0.36358404, 0.36353022]",2.8280186653137207,1741524424.1301007,16.18889880180359,[1.74089457],[0.08170206],[0.824],[-2.02597376],[0.04276747],[0.50340003],[-1.98543816],[0.04709574],[0.50195003]
5,0.01,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.50046015, 0.49832445, 0.5003751, 0.49955484, 0.5001851, 0.5003001, 0.49888465, 0.4986896, 0.5003201, 0.49869457, 0.49953485, 0.49696404, 0.4959187, 0.496824, 0.500005, 0.49532852, 0.49789432, 0.49194244, 0.49159232, 0.49120218]","[0.49878693, 0.4978943, 0.49920273, 0.49892044, 0.49965668, 0.49832535, 0.50048447, 0.5015297, 0.49986267, 0.5000458, 0.50025177, 0.50146484, 0.4994812, 0.5008545, 0.50193787, 0.5017319, 0.50232697, 0.50175095, 0.50224686, 0.5029564]","[0.9100661, 0.69546974, 0.69655406, 0.6968214, 0.6936277, 0.69706905, 0.6932698, 0.6933649, 0.6937605, 0.6932973, 0.6935507, 0.6932986, 0.6932303, 0.6932837, 0.6933596, 0.6932882, 0.6933332, 0.6932712, 0.6932739, 0.6932764]","[0.9108882, 0.7129047, 0.6960215, 0.6955056, 0.6957355, 0.6943787, 0.6942669, 0.6936209, 0.6937774, 0.69360304, 0.69342476, 0.6932981, 0.6933115, 0.6932149, 0.693189, 0.69316053, 0.6931344, 0.69314253, 0.6931291, 0.69312406]",2.7994320392608643,1741524681.3158484,19.315802574157715,[-0.20953636],[0.83402955],[0.55589998],[-64.46283598],[0.],[0.99080002],[1.40479501],[0.16008224],[0.5571]
6,0.005,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.49989995, 0.50012505, 0.4980594, 0.5002001, 0.4996899, 0.50002503, 0.49986497, 0.50015, 0.5006502, 0.49981493, 0.49758422, 0.49709406, 0.49683398, 0.4990047, 0.4996899, 0.49995998, 0.49388805, 0.49552357, 0.4931328, 0.49362296, 0.49415314]","[0.50227356, 0.49954605, 0.50061035, 0.49951172, 0.50092316, 0.5004082, 0.50196457, 0.49855423, 0.4999504, 0.49755478, 0.49843597, 0.49739838, 0.4999771, 0.5012703, 0.49916458, 0.50042725, 0.5002327, 0.5011139, 0.5017891, 0.49985123, 0.5014305]","[1.0663486, 0.7224672, 0.69350785, 0.69599223, 0.69433767, 0.69490284, 0.69354117, 0.6938073, 0.69326967, 0.6933961, 0.69322103, 0.69320697, 0.69326794, 0.6932539, 0.6932543, 0.69326174, 0.69321775, 0.69321644, 0.69321996, 0.69322073, 0.6932268]","[1.0626323, 0.7071799, 0.6957935, 0.69523513, 0.6951505, 0.69539404, 0.69408923, 0.6940379, 0.6936815, 0.6935673, 0.69339746, 0.6934017, 0.693267, 0.6932092, 0.6932255, 0.69318646, 0.6931654, 0.6931601, 0.69314545, 0.69314325, 0.69313824]",2.8771185874938965,1741525490.7622952,16.44732165336609,[1.08494007],[0.2779482],[0.51319999],[-17.93255514],[6.5690209e-72],[0.98799998],[0.9912433],[0.32156679],[0.51899999]
7,0.001,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.50007004, 0.49898967, 0.49673396, 0.5016455, 0.49995998, 0.49827945, 0.4983695, 0.5015505, 0.49729913, 0.49864957, 0.49833447, 0.4984295, 0.5013004, 0.4960237, 0.49630383, 0.49857953, 0.49393806, 0.49228254, 0.49208248, 0.4975042]","[0.50172806, 0.49863815, 0.50084686, 0.5003166, 0.49799347, 0.49874115, 0.49937057, 0.5003662, 0.49863815, 0.49764633, 0.5002556, 0.50022507, 0.49972534, 0.5004616, 0.5001602, 0.49959946, 0.50105286, 0.50180817, 0.5004654, 0.50154877]","[0.7992732, 0.69489187, 0.6938378, 0.7007866, 0.6934016, 0.6935769, 0.6959884, 0.69378656, 0.69332755, 0.69326586, 0.6935513, 0.6939091, 0.6932262, 0.6932553, 0.69322777, 0.69322544, 0.6932612, 0.6932446, 0.69324756, 0.6932346]","[0.7973065, 0.7081808, 0.69532794, 0.69522524, 0.6945269, 0.6942232, 0.69384444, 0.69374555, 0.6934553, 0.69342613, 0.69326997, 0.6932955, 0.69326705, 0.6932092, 0.6931806, 0.69317365, 0.6931539, 0.6931458, 0.6931449, 0.6931453]",2.874938488006592,1741525223.5657744,15.113488912582397,[0.44064362],[0.65947102],[0.4993],[-19.83543287],[1.47243527e-87],[0.98635],[1.10819127],[0.26777922],[0.49855]
8,0.005,"[-2.8194199  -2.8476827  -0.5306773  -1.6281371  -1.7397324  -0.4708242
 -1.0373503  -1.9539     -1.4351524  -2.7832203  -3.476651   -2.860851
 -1.9437312  -2.774316   -3.6047828  -2.2615664  -0.74992293 -1.781812
 -2.5931122  -2.443862   -1.2933478  -2.3337553  -1.6911712  -1.0038215
 -2.4390044  -2.7383091  -2.6505215  -2.853798   -2.473468   -2.7138996
 -0.7649129  -3.2633402  -2.7335525  -1.3577712  -0.8225889  -2.9887297
 -1.970376   -1.0133969  -2.3554246  -2.1993225  -2.933361   -1.9565902
 -2.4282236  -2.3290083  -2.809474    0.44759572 -2.1767113  -1.2842292
 -1.6049504  -3.5726244  -1.9502273  -2.8823829  -2.039849   -2.471139
 -1.9822819  -2.4229753  -3.6703503  -0.6501537  -2.6815035  -2.279535
 -0.26327443 -0.9460088  -0.10854762 -0.89453626 -2.353457   -2.3398218
 -0.996953   -3.277873   -1.7511991  -3.1266754  -2.5869782  -3.506449
 -1.8782557  -3.5521536  -1.7460582  -3.2166002  -0.9054128  -2.514776
 -2.741311   -2.1175337  -2.2668254  -2.4124637  -2.0092084  -1.8796452
 -1.5140948  -2.2533731  -3.5088837  -2.3678484  -0.8924671  -4.085162
 -2.1615753   0.11783355 -0.53934705 -3.790309   -1.1602892  -0.2878582
 -1.7635382  -1.8801546  -3.0038118  -2.8656225 ]",[-1.9808291],0,"[0.49989995, 0.50012505, 0.4980594, 0.5002001, 0.4996899, 0.50002503, 0.49986497, 0.50015, 0.5006502, 0.49981493, 0.49758422, 0.49709406, 0.49683398, 0.4990047, 0.4996899, 0.49995998, 0.49388805, 0.49552357, 0.4931328, 0.49362296, 0.49415314]","[0.50227356, 0.49954605, 0.50061035, 0.49951172, 0.50092316, 0.5004082, 0.50196457, 0.49855423, 0.4999504, 0.49755478, 0.49843597, 0.49739838, 0.4999771, 0.5012703, 0.49916458, 0.50042725, 0.5002327, 0.5011139, 0.5017891, 0.49985123, 0.5014305]","[1.0663486, 0.7224672, 0.69350785, 0.69599223, 0.69433767, 0.69490284, 0.69354117, 0.6938073, 0.69326967, 0.6933961, 0.69322103, 0.69320697, 0.69326794, 0.6932539, 0.6932543, 0.69326174, 0.69321775, 0.69321644, 0.69321996, 0.69322073, 0.6932268]","[1.0626323, 0.7071799, 0.6957935, 0.69523513, 0.6951505, 0.69539404, 0.69408923, 0.6940379, 0.6936815, 0.6935673, 0.69339746, 0.6934017, 0.693267, 0.6932092, 0.6932255, 0.69318646, 0.6931654, 0.6931601, 0.69314545, 0.69314325, 0.69313824]",2.8771185874938965,1741525490.7622952,16.44732165336609,[1.08494007],[0.2779482],[0.51319999],[-17.93255514],[6.5690209e-72],[0.98799998],[0.9912433],[0.32156679],[0.51899999]
