alpha,epsilon,method,metric,metric_value,SIGMA,MU0,SIGMA0,N_EPOCH,NUM_LAYERS,HIDDEN_SIZE,BATCH_SIZE,NUM_BATCH,LEARNING_RATE,WDECAY,PATIENCE,COOLDOWN,FACTOR,RTOL,ACCUMULATION_SIZE,LEARNING_RATE_MIN,true_theta_1,index_marginal,xobs_1,xobs_2,xobs_3,xobs_4,xobs_5,xobs_6,xobs_7,xobs_8,xobs_9,xobs_10,xobs_11,xobs_12,xobs_13,xobs_14,xobs_15,xobs_16,xobs_17,xobs_18,xobs_19,xobs_20
1.0,inf,ABC,C2ST,0.9715999960899353,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,ABC,C2ST,0.9721500277519226,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,ABC,C2ST,0.9725000262260437,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,ABC,RS_stat,-12.650161708144836,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,ABC,RS_stat,-12.645468603123822,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,ABC,RS_stat,-12.624413315670465,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,ABC,RS_pvalue,1.1164479315269942e-36,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,ABC,RS_pvalue,1.185158167754165e-36,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,ABC,RS_pvalue,1.5489150781498116e-36,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
1.0,inf,NRE,C2ST,0.5616999864578247,1.0,0,10.0,100,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,-1.3967468,0,-0.60113347,-0.38463533,-2.2041483,-1.143816,-1.9437189,-1.6276493,-1.463032,-3.3884537,-2.4546485,-3.1634784,-0.7482869,-2.0916812,-1.7837335,0.6533874,-3.238039,-1.7090192,-0.7648305,-0.41616958,-0.89605224,-0.7334091
