,ALPHA,TRUE_DATA,TRUE_THETA,TEST_ACCURACY,TRAIN_ACCURACY,TEST_LOSSES,TRAIN_LOSSES,TIME_SIMULATIONS,TIME_TRAINING,TIME_EVAL,RANKSUMS_STAT_ABC,RANKSUMS_PVALUE_ABC,C2ST_ABC,RANKSUMS_STAT_NRE,RANKSUMS_PVALUE_NRE,C2ST_NRE,RANKSUMS_STAT_CORRECTED_NRE,RANKSUMS_PVALUE_CORRECTED_NRE,C2ST_CORRECTED_NRE
0,1.0,"[  5.9605994    5.9834695    3.6096702    5.377677     6.509298
   6.1628304    7.0324326    6.183872     5.5529547    4.40733
   5.7714663    5.8685055    7.043222     4.56621      3.8435733
   6.836326     6.9419227    5.708442     5.796564     4.4190526
   1.0650065   -1.7632477   -0.99189013  -0.4525034   -0.5070184
  -1.2670344    1.3582653    0.9200461    0.891698    -0.7263521
  -0.21548256   2.1912303   -0.7420639    2.19802      0.6060648
  -1.4778013    1.463615     0.8444393   -0.5570321   -2.1388888
  23.103956    21.514679    21.883814    23.452625    22.779676
  21.054644    21.531721    24.485023    21.455961    21.111542
  22.189623    20.033627    20.969896    22.45718     22.771914
  21.384226    20.81386     22.736137    22.158236    22.941122
 -31.389605   -30.766699   -30.641039   -31.379408   -30.263466
 -30.16592    -30.49826    -32.225266   -31.16344    -30.613241
 -32.07704    -31.184292   -30.735256   -30.22019    -31.245365
 -32.067516   -29.675476   -31.71082    -30.744076   -30.761337
  45.216118    46.828094    48.26338     47.052094    46.877247
  47.47578     46.916138    48.47323     49.856762    47.304123
  47.440884    49.11855     46.488613    48.156918    49.616993
  48.563835    45.902664    46.815937    46.245655    46.748627  ]",[  5.8266463  -0.2916985  21.843826  -30.553104   47.3561   ],"[0.49609375, 0.60026044]","[0.49765626, 0.5367187]","[3.522232, 1.6905235]","[3.6898704, 2.7778473]",2.4643280506134033,1741495749.22957,13.41035008430481,[29.82421824],[1.89622118e-195],[0.98430002],[50.03700394],[0.],[0.98769999],[55.68197402],[0.],[0.9867]
1,0.99,"[  5.9605994    5.9834695    3.6096702    5.377677     6.509298
   6.1628304    7.0324326    6.183872     5.5529547    4.40733
   5.7714663    5.8685055    7.043222     4.56621      3.8435733
   6.836326     6.9419227    5.708442     5.796564     4.4190526
   1.0650065   -1.7632477   -0.99189013  -0.4525034   -0.5070184
  -1.2670344    1.3582653    0.9200461    0.891698    -0.7263521
  -0.21548256   2.1912303   -0.7420639    2.19802      0.6060648
  -1.4778013    1.463615     0.8444393   -0.5570321   -2.1388888
  23.103956    21.514679    21.883814    23.452625    22.779676
  21.054644    21.531721    24.485023    21.455961    21.111542
  22.189623    20.033627    20.969896    22.45718     22.771914
  21.384226    20.81386     22.736137    22.158236    22.941122
 -31.389605   -30.766699   -30.641039   -31.379408   -30.263466
 -30.16592    -30.49826    -32.225266   -31.16344    -30.613241
 -32.07704    -31.184292   -30.735256   -30.22019    -31.245365
 -32.067516   -29.675476   -31.71082    -30.744076   -30.761337
  45.216118    46.828094    48.26338     47.052094    46.877247
  47.47578     46.916138    48.47323     49.856762    47.304123
  47.440884    49.11855     46.488613    48.156918    49.616993
  48.563835    45.902664    46.815937    46.245655    46.748627  ]",[  5.8266463  -0.2916985  21.843826  -30.553104   47.3561   ],"[0.4752604, 0.6067708]","[0.51197916, 0.540625]","[7.8480535, 1.414278]","[6.7250524, 3.1864853]",0.9175450801849365,1741495772.4919488,10.361018896102905,[29.71654749],[4.69400477e-194],[0.98645002],[-97.12258125],[0.],[0.99255002],[-99.94436943],[0.],[0.99269998]
