,ALPHA,TRUE_DATA,TRUE_THETA,INDEX_MARGINAL,TEST_ACCURACY,TRAIN_ACCURACY,TEST_LOSSES,TRAIN_LOSSES,TIME_SIMULATIONS,TIME_TRAINING,TIME_EVAL,RANKSUMS_STAT_ABC,RANKSUMS_PVALUE_ABC,C2ST_ABC,RANKSUMS_STAT_NRE,RANKSUMS_PVALUE_NRE,C2ST_NRE,RANKSUMS_STAT_CORRECTED_NRE,RANKSUMS_PVALUE_CORRECTED_NRE,C2ST_CORRECTED_NRE,THETAS_ABC
0,1.0,"[  -3.4104612   -87.374146     26.696138     12.535103     95.47032
   38.323917     68.32811     -28.525448    154.58139     129.7037
  119.03073      18.807175    -86.844444    -97.892365    164.81905
 -173.6998     -148.7309     -258.49014     -61.63802      69.361084
  148.83777     -78.99816      81.43195     -25.483734     42.794903
  113.97957      41.940384    -71.31924    -183.95407     232.98402
  -88.14264     -41.29808    -119.70527     158.4175      162.73001
  -20.338017    147.01736      54.565556   -175.80707      -3.6964006
   51.490475    -22.620008     70.51035     220.4599      -65.18277
  -70.93696     114.890724     25.348764     30.339886    -37.878147
  -35.76006    -113.77523     -30.230963    120.679405     84.042366
   58.23213     -42.003952    -81.00342     222.07947      -8.815026
  124.35653      73.28993    -182.51634      65.58949      74.39667
 -139.50784     128.34851    -167.31262      10.855053     94.90733
   18.58649     -24.091915   -123.63954      95.60665    -151.76251
   50.684067    -52.38653     196.33951       4.1880217   -99.84652
   50.05096      36.872326    -21.95239     -34.567795     14.501191
  -43.175545    -85.578545     50.14263     -23.903175    108.44611
  -99.298386    129.96906    -106.18323    -181.52306    -126.58369
  -72.794846    -19.792793   -177.71501      85.472534     88.87976
    0.35026455 -128.5921       57.72316    -187.06929      50.606075
 -197.16656      -2.6796975   121.77841     -54.65748     -20.106888
  -11.794306    129.69049      31.140942    -81.37172     -28.906158
  130.00775    -170.6571      169.2326      -36.628384     -6.9564066
   25.742418      3.4132586   136.16151    -171.45572       3.0726814
  -82.72908     -80.66497      76.2109       19.303139    -45.701496
   80.14711      28.04421     -17.39367      46.978725     -7.2331853
  110.25216       3.5560853    -0.45335174  -33.865627    -45.067333
  -63.82486      61.36201       4.1972027   -83.23832     146.14189
   43.747383    -88.86811     231.03957       0.6745193   -23.500334
  -68.31787     -53.47932      25.866627    -55.818222    -50.638218
  -89.821075    115.10572       0.5506749     7.245762    -60.597755
  138.09904     111.32272      11.296146    -63.925392    -45.33861
  137.49611     157.3123       14.654961   -226.92569     -20.2005
   32.51236    -166.56107     212.55385     -32.49057    -224.91924
  178.20052      19.329002    213.13661    -119.99208     -78.062614
   60.155674   -179.43062     -66.60452     -98.099556     18.642174
  -73.53747     -43.40764      42.968204    -25.29182      20.929821
   73.20272     -43.851776    -72.64854     171.5844     -180.59915
  -26.74664     -86.48652      53.925934    -47.004642     48.06084   ]","[ 27.889875    31.859848    -7.874863    12.597998   -17.65063
  40.123573   -39.525284    37.687366     7.232885    -8.4199505
 -25.060675    -4.5586033    1.457162    21.192827    13.154646
  12.694274    13.735648   -28.845047     5.685753   -26.15218
  15.927408    -0.95759493   6.549227     2.4117296   -6.5482154 ]",0,"[0.49871793, 0.7247195, 0.9127504, 0.9279147, 0.9379908, 0.95140225, 0.95209336, 0.9554688, 0.95527846, 0.9534455, 0.95764226, 0.9642227, 0.96591544, 0.9678385, 0.9673077, 0.9718049, 0.9673978, 0.96870995, 0.97728366, 0.9788161, 0.98078924, 0.97954726, 0.9865785, 0.9876602, 0.9899439, 0.9910056, 0.99022436, 0.992518, 0.99214745, 0.9922676, 0.9916066, 0.9924479, 0.991857, 0.9921174, 0.9920974, 0.9933594, 0.993139, 0.99322915, 0.99298877, 0.9934395, 0.9934295, 0.99341947, 0.9934495, 0.9935096, 0.9935998, 0.99372995, 0.99365985, 0.9936098, 0.9937099]","[0.49925232, 0.5954857, 0.8699722, 0.9194145, 0.93188477, 0.9406662, 0.9458885, 0.9501457, 0.9529953, 0.95555496, 0.95809174, 0.9605255, 0.96183777, 0.96372604, 0.9644432, 0.9654083, 0.9676323, 0.9691086, 0.9699936, 0.9797554, 0.98052216, 0.98182297, 0.98363113, 0.9877739, 0.9881859, 0.99118423, 0.9913826, 0.9918709, 0.99308395, 0.9934006, 0.99336624, 0.99357605, 0.9933853, 0.99370956, 0.99368286, 0.99433136, 0.9947128, 0.9948082, 0.994709, 0.99486923, 0.9951706, 0.99536896, 0.99534607, 0.99539185, 0.99554825, 0.9957886, 0.9956589, 0.9958801, 0.99583817]","[34.97418, 0.48587638, 0.23783648, 0.2037251, 0.1811052, 0.1494829, 0.14891398, 0.1389228, 0.13693967, 0.14791156, 0.13338397, 0.11874784, 0.1138655, 0.109618574, 0.10957129, 0.096649036, 0.10981404, 0.1035479, 0.083281375, 0.07743362, 0.07231103, 0.073555596, 0.052000653, 0.04902081, 0.041555535, 0.037683256, 0.04139789, 0.031322904, 0.033314187, 0.034045007, 0.035754908, 0.032528497, 0.035716776, 0.034128096, 0.035142645, 0.030212674, 0.030947026, 0.03060781, 0.031789612, 0.030084858, 0.02997612, 0.030429864, 0.0304229, 0.03020769, 0.029753147, 0.029504692, 0.029694743, 0.029631296, 0.029476563]","[35.051556, 1.8377357, 0.31490493, 0.2224567, 0.19430523, 0.17406824, 0.16141394, 0.15189028, 0.14447701, 0.13770583, 0.13231713, 0.12540004, 0.12268853, 0.11849749, 0.11576396, 0.11357936, 0.1076276, 0.10340839, 0.10156964, 0.0733068, 0.0702156, 0.066778705, 0.06172739, 0.04846675, 0.04671759, 0.03610609, 0.03562355, 0.033872522, 0.028986705, 0.028097594, 0.02825721, 0.027077207, 0.027692743, 0.026365973, 0.026385421, 0.02397827, 0.022672096, 0.022232521, 0.02205852, 0.021700272, 0.020888165, 0.019856993, 0.01976159, 0.019590352, 0.019180477, 0.01838361, 0.018778864, 0.01816168, 0.018180024]",5.813122749328613,443.2109487056732,60.74646854400635,[103.38353116 103.38524821 103.38660765],[0. 0. 0.],[0.99760002 0.99755001 0.99739999],[-20.70380181 -20.92046356 -20.57220504],[3.20096062e-95 3.48708152e-97 4.87006526e-94],[0.56160003 0.55909997 0.56269997],[-22.43834134 -21.53068968 -19.38276501],[1.66333624e-111 8.03292794e-103 1.07891207e-083],[0.56484997 0.56290001 0.55484998],"[-23.228662  -19.02889     5.047644  ...   3.1284819  -5.475949
 -16.087801 ]"
1,0.9,"[  -3.4104612   -87.374146     26.696138     12.535103     95.47032
   38.323917     68.32811     -28.525448    154.58139     129.7037
  119.03073      18.807175    -86.844444    -97.892365    164.81905
 -173.6998     -148.7309     -258.49014     -61.63802      69.361084
  148.83777     -78.99816      81.43195     -25.483734     42.794903
  113.97957      41.940384    -71.31924    -183.95407     232.98402
  -88.14264     -41.29808    -119.70527     158.4175      162.73001
  -20.338017    147.01736      54.565556   -175.80707      -3.6964006
   51.490475    -22.620008     70.51035     220.4599      -65.18277
  -70.93696     114.890724     25.348764     30.339886    -37.878147
  -35.76006    -113.77523     -30.230963    120.679405     84.042366
   58.23213     -42.003952    -81.00342     222.07947      -8.815026
  124.35653      73.28993    -182.51634      65.58949      74.39667
 -139.50784     128.34851    -167.31262      10.855053     94.90733
   18.58649     -24.091915   -123.63954      95.60665    -151.76251
   50.684067    -52.38653     196.33951       4.1880217   -99.84652
   50.05096      36.872326    -21.95239     -34.567795     14.501191
  -43.175545    -85.578545     50.14263     -23.903175    108.44611
  -99.298386    129.96906    -106.18323    -181.52306    -126.58369
  -72.794846    -19.792793   -177.71501      85.472534     88.87976
    0.35026455 -128.5921       57.72316    -187.06929      50.606075
 -197.16656      -2.6796975   121.77841     -54.65748     -20.106888
  -11.794306    129.69049      31.140942    -81.37172     -28.906158
  130.00775    -170.6571      169.2326      -36.628384     -6.9564066
   25.742418      3.4132586   136.16151    -171.45572       3.0726814
  -82.72908     -80.66497      76.2109       19.303139    -45.701496
   80.14711      28.04421     -17.39367      46.978725     -7.2331853
  110.25216       3.5560853    -0.45335174  -33.865627    -45.067333
  -63.82486      61.36201       4.1972027   -83.23832     146.14189
   43.747383    -88.86811     231.03957       0.6745193   -23.500334
  -68.31787     -53.47932      25.866627    -55.818222    -50.638218
  -89.821075    115.10572       0.5506749     7.245762    -60.597755
  138.09904     111.32272      11.296146    -63.925392    -45.33861
  137.49611     157.3123       14.654961   -226.92569     -20.2005
   32.51236    -166.56107     212.55385     -32.49057    -224.91924
  178.20052      19.329002    213.13661    -119.99208     -78.062614
   60.155674   -179.43062     -66.60452     -98.099556     18.642174
  -73.53747     -43.40764      42.968204    -25.29182      20.929821
   73.20272     -43.851776    -72.64854     171.5844     -180.59915
  -26.74664     -86.48652      53.925934    -47.004642     48.06084   ]","[ 27.889875    31.859848    -7.874863    12.597998   -17.65063
  40.123573   -39.525284    37.687366     7.232885    -8.4199505
 -25.060675    -4.5586033    1.457162    21.192827    13.154646
  12.694274    13.735648   -28.845047     5.685753   -26.15218
  15.927408    -0.95759493   6.549227     2.4117296   -6.5482154 ]",0,"[0.5013522, 0.8057792, 0.9195613, 0.9277344, 0.9086739, 0.94890827, 0.9445613, 0.95915467, 0.95034057, 0.9535457, 0.95795274, 0.95889425, 0.9630409, 0.95945513, 0.9612079, 0.9657452, 0.9780148, 0.97064304, 0.9797476, 0.98139024, 0.9773738, 0.9878806, 0.9878005, 0.9875801, 0.986869, 0.9908353, 0.99154645, 0.98972356, 0.991276, 0.9926182, 0.99282855, 0.993119, 0.9935597, 0.9936899, 0.9940004, 0.9940405, 0.99397033, 0.9940305, 0.99407053, 0.99408054, 0.9942909, 0.99423075, 0.99423075, 0.9942608, 0.994361]","[0.4994011, 0.62386703, 0.88147354, 0.916626, 0.9323311, 0.9402771, 0.9453201, 0.9493141, 0.9524498, 0.95495224, 0.9564018, 0.9594116, 0.9605293, 0.96144485, 0.9628563, 0.96486664, 0.9675102, 0.9773178, 0.9786682, 0.97984695, 0.98067474, 0.981678, 0.9869728, 0.98750305, 0.9876938, 0.98828506, 0.99124146, 0.9916878, 0.99134445, 0.99305344, 0.99332047, 0.99349976, 0.99428177, 0.9943886, 0.99487686, 0.994957, 0.9949188, 0.9949951, 0.99513245, 0.9952202, 0.99536896, 0.9953728, 0.9955063, 0.9953766, 0.99555206]","[20.59487, 0.4008675, 0.22438605, 0.20457286, 0.25063777, 0.15934983, 0.16375491, 0.13105673, 0.15079685, 0.14451836, 0.1329853, 0.13156596, 0.11815178, 0.12758929, 0.12573625, 0.11173172, 0.0775453, 0.095620714, 0.07460094, 0.069333486, 0.07900922, 0.047390092, 0.04940521, 0.050885405, 0.051365487, 0.038531087, 0.035299864, 0.041018415, 0.037767664, 0.031938, 0.031871825, 0.031018844, 0.029134205, 0.028489232, 0.02776737, 0.02763238, 0.027742699, 0.027899278, 0.027624499, 0.027783182, 0.027061848, 0.027139455, 0.02697342, 0.02691463, 0.026830267]","[20.621166, 1.9819791, 0.29645225, 0.23026675, 0.19686954, 0.17660195, 0.16414726, 0.15346813, 0.14566344, 0.14039667, 0.13616994, 0.12939642, 0.12595767, 0.12460941, 0.11968193, 0.11500668, 0.10765077, 0.080927394, 0.07730322, 0.0728825, 0.070939764, 0.06733525, 0.050881237, 0.04952668, 0.047886178, 0.04675546, 0.036068108, 0.03454673, 0.035784204, 0.029459307, 0.028477028, 0.027824191, 0.02469183, 0.024339389, 0.022137478, 0.021844026, 0.022083625, 0.021894801, 0.021090405, 0.02031693, 0.020354263, 0.020212945, 0.019630676, 0.020243706, 0.019665796]",7.682349681854248,409.7606203556061,63.46281981468201,[100.93209657 100.93097106 100.92903111],[0. 0. 0.],[0.9975     0.99720001 0.99755001],[37.10641818 37.68115699 35.84462203],[2.21371366e-301 0.00000000e+000 2.23040933e-281],[0.63559997 0.63505    0.63125002],[36.99166491 36.47369406 35.90320011],[1.55907554e-299 2.89779462e-291 2.72294747e-282],[0.6358     0.62875003 0.63354999],[ 18.423262  19.179375  13.772744 ...  12.50751  -18.83864  -21.347492]
2,0.5,"[  -3.4104612   -87.374146     26.696138     12.535103     95.47032
   38.323917     68.32811     -28.525448    154.58139     129.7037
  119.03073      18.807175    -86.844444    -97.892365    164.81905
 -173.6998     -148.7309     -258.49014     -61.63802      69.361084
  148.83777     -78.99816      81.43195     -25.483734     42.794903
  113.97957      41.940384    -71.31924    -183.95407     232.98402
  -88.14264     -41.29808    -119.70527     158.4175      162.73001
  -20.338017    147.01736      54.565556   -175.80707      -3.6964006
   51.490475    -22.620008     70.51035     220.4599      -65.18277
  -70.93696     114.890724     25.348764     30.339886    -37.878147
  -35.76006    -113.77523     -30.230963    120.679405     84.042366
   58.23213     -42.003952    -81.00342     222.07947      -8.815026
  124.35653      73.28993    -182.51634      65.58949      74.39667
 -139.50784     128.34851    -167.31262      10.855053     94.90733
   18.58649     -24.091915   -123.63954      95.60665    -151.76251
   50.684067    -52.38653     196.33951       4.1880217   -99.84652
   50.05096      36.872326    -21.95239     -34.567795     14.501191
  -43.175545    -85.578545     50.14263     -23.903175    108.44611
  -99.298386    129.96906    -106.18323    -181.52306    -126.58369
  -72.794846    -19.792793   -177.71501      85.472534     88.87976
    0.35026455 -128.5921       57.72316    -187.06929      50.606075
 -197.16656      -2.6796975   121.77841     -54.65748     -20.106888
  -11.794306    129.69049      31.140942    -81.37172     -28.906158
  130.00775    -170.6571      169.2326      -36.628384     -6.9564066
   25.742418      3.4132586   136.16151    -171.45572       3.0726814
  -82.72908     -80.66497      76.2109       19.303139    -45.701496
   80.14711      28.04421     -17.39367      46.978725     -7.2331853
  110.25216       3.5560853    -0.45335174  -33.865627    -45.067333
  -63.82486      61.36201       4.1972027   -83.23832     146.14189
   43.747383    -88.86811     231.03957       0.6745193   -23.500334
  -68.31787     -53.47932      25.866627    -55.818222    -50.638218
  -89.821075    115.10572       0.5506749     7.245762    -60.597755
  138.09904     111.32272      11.296146    -63.925392    -45.33861
  137.49611     157.3123       14.654961   -226.92569     -20.2005
   32.51236    -166.56107     212.55385     -32.49057    -224.91924
  178.20052      19.329002    213.13661    -119.99208     -78.062614
   60.155674   -179.43062     -66.60452     -98.099556     18.642174
  -73.53747     -43.40764      42.968204    -25.29182      20.929821
   73.20272     -43.851776    -72.64854     171.5844     -180.59915
  -26.74664     -86.48652      53.925934    -47.004642     48.06084   ]","[ 27.889875    31.859848    -7.874863    12.597998   -17.65063
  40.123573   -39.525284    37.687366     7.232885    -8.4199505
 -25.060675    -4.5586033    1.457162    21.192827    13.154646
  12.694274    13.735648   -28.845047     5.685753   -26.15218
  15.927408    -0.95759493   6.549227     2.4117296   -6.5482154 ]",0,"[0.5021034, 0.8157852, 0.9203626, 0.92677283, 0.9371795, 0.94629407, 0.95542866, 0.94570315, 0.96058697, 0.95835334, 0.96616584, 0.9641827, 0.96241987, 0.9613081, 0.97877604, 0.9822616, 0.97995794, 0.9859475, 0.9857973, 0.9890024, 0.9878906, 0.99014425, 0.99002403, 0.9908654, 0.98960334, 0.9901843, 0.99258816, 0.99232775, 0.99265826, 0.9932792, 0.99239784, 0.9927584, 0.9934595, 0.9934595, 0.99347955, 0.99366987, 0.99375, 0.9936298, 0.9936398, 0.9936799, 0.9937099, 0.9936398, 0.99371994]","[0.500206, 0.5999565, 0.8803406, 0.9195671, 0.9354973, 0.945179, 0.95043564, 0.9540062, 0.95679855, 0.95890427, 0.9606514, 0.96318436, 0.96507263, 0.96567917, 0.97600174, 0.9783783, 0.9796257, 0.981411, 0.9859886, 0.9866104, 0.9871826, 0.9883957, 0.9908104, 0.9910698, 0.9908829, 0.99077225, 0.9929962, 0.9930229, 0.9934311, 0.9935417, 0.99445343, 0.994442, 0.99472046, 0.99505615, 0.99523926, 0.99510956, 0.99536514, 0.99542236, 0.9954643, 0.9955902, 0.995594, 0.99549866, 0.99560547]","[32.974773, 0.39904752, 0.22550377, 0.20387074, 0.18302076, 0.16474298, 0.14732423, 0.16688123, 0.12577954, 0.13448632, 0.11165869, 0.11923421, 0.12092134, 0.123869225, 0.07863402, 0.06786428, 0.07317994, 0.054980237, 0.055878136, 0.043641664, 0.047632217, 0.041145496, 0.039879177, 0.037767835, 0.042813268, 0.040323365, 0.03258798, 0.033019453, 0.033217918, 0.030471073, 0.033612337, 0.032486845, 0.030527042, 0.029944006, 0.029500555, 0.029219406, 0.028825175, 0.029566921, 0.028980827, 0.028938558, 0.028809352, 0.02875805, 0.02886287]","[33.299576, 1.8663455, 0.29961267, 0.22314884, 0.19025934, 0.16776916, 0.15516622, 0.1449548, 0.13847333, 0.13375765, 0.12723148, 0.12056345, 0.11536046, 0.11354334, 0.085109994, 0.07787746, 0.074766755, 0.06857658, 0.05358251, 0.052547287, 0.05062476, 0.046096995, 0.037815757, 0.036725566, 0.037242536, 0.037625603, 0.029159829, 0.028946228, 0.027380956, 0.02633358, 0.022750936, 0.022988725, 0.021104693, 0.020568553, 0.019547835, 0.019656444, 0.018554857, 0.018664781, 0.018038228, 0.017874604, 0.017599393, 0.017931286, 0.017821848]",19.787303924560547,442.1831476688385,68.38995456695557,[95.62111464 95.61948944 95.62462957],[0. 0. 0.],[0.99675    0.99699998 0.99680001],[68.91932743 68.00605311 69.89124229],[0. 0. 0.],[0.7044     0.7015     0.70950001],[66.39925863 68.97935558 68.33966405],[0. 0. 0.],[0.69840002 0.70545    0.70410001],[ 5.738541  25.692205  22.457783  ... -0.5119516 26.385244   7.9803643]
3,0.1,"[  -3.4104612   -87.374146     26.696138     12.535103     95.47032
   38.323917     68.32811     -28.525448    154.58139     129.7037
  119.03073      18.807175    -86.844444    -97.892365    164.81905
 -173.6998     -148.7309     -258.49014     -61.63802      69.361084
  148.83777     -78.99816      81.43195     -25.483734     42.794903
  113.97957      41.940384    -71.31924    -183.95407     232.98402
  -88.14264     -41.29808    -119.70527     158.4175      162.73001
  -20.338017    147.01736      54.565556   -175.80707      -3.6964006
   51.490475    -22.620008     70.51035     220.4599      -65.18277
  -70.93696     114.890724     25.348764     30.339886    -37.878147
  -35.76006    -113.77523     -30.230963    120.679405     84.042366
   58.23213     -42.003952    -81.00342     222.07947      -8.815026
  124.35653      73.28993    -182.51634      65.58949      74.39667
 -139.50784     128.34851    -167.31262      10.855053     94.90733
   18.58649     -24.091915   -123.63954      95.60665    -151.76251
   50.684067    -52.38653     196.33951       4.1880217   -99.84652
   50.05096      36.872326    -21.95239     -34.567795     14.501191
  -43.175545    -85.578545     50.14263     -23.903175    108.44611
  -99.298386    129.96906    -106.18323    -181.52306    -126.58369
  -72.794846    -19.792793   -177.71501      85.472534     88.87976
    0.35026455 -128.5921       57.72316    -187.06929      50.606075
 -197.16656      -2.6796975   121.77841     -54.65748     -20.106888
  -11.794306    129.69049      31.140942    -81.37172     -28.906158
  130.00775    -170.6571      169.2326      -36.628384     -6.9564066
   25.742418      3.4132586   136.16151    -171.45572       3.0726814
  -82.72908     -80.66497      76.2109       19.303139    -45.701496
   80.14711      28.04421     -17.39367      46.978725     -7.2331853
  110.25216       3.5560853    -0.45335174  -33.865627    -45.067333
  -63.82486      61.36201       4.1972027   -83.23832     146.14189
   43.747383    -88.86811     231.03957       0.6745193   -23.500334
  -68.31787     -53.47932      25.866627    -55.818222    -50.638218
  -89.821075    115.10572       0.5506749     7.245762    -60.597755
  138.09904     111.32272      11.296146    -63.925392    -45.33861
  137.49611     157.3123       14.654961   -226.92569     -20.2005
   32.51236    -166.56107     212.55385     -32.49057    -224.91924
  178.20052      19.329002    213.13661    -119.99208     -78.062614
   60.155674   -179.43062     -66.60452     -98.099556     18.642174
  -73.53747     -43.40764      42.968204    -25.29182      20.929821
   73.20272     -43.851776    -72.64854     171.5844     -180.59915
  -26.74664     -86.48652      53.925934    -47.004642     48.06084   ]","[ 27.889875    31.859848    -7.874863    12.597998   -17.65063
  40.123573   -39.525284    37.687366     7.232885    -8.4199505
 -25.060675    -4.5586033    1.457162    21.192827    13.154646
  12.694274    13.735648   -28.845047     5.685753   -26.15218
  15.927408    -0.95759493   6.549227     2.4117296   -6.5482154 ]",0,"[0.4974459, 0.7864683, 0.9353966, 0.9521234, 0.9414563, 0.9588141, 0.9571314, 0.96272033, 0.9698718, 0.97234577, 0.9805188, 0.9701122, 0.97964746, 0.9832632, 0.9857873, 0.9841947, 0.98426485, 0.9841847, 0.98559695, 0.98811096, 0.9886719, 0.98885214, 0.9890825, 0.99029446, 0.9901943, 0.9908754, 0.99071515, 0.9911258, 0.99095553, 0.9916767, 0.9915966, 0.991857, 0.9919371, 0.99203724, 0.9919171, 0.9920072, 0.99207735, 0.9921074, 0.99208736]","[0.4998665, 0.59230804, 0.89868164, 0.9390106, 0.95040894, 0.95746994, 0.96125793, 0.96201324, 0.96323395, 0.96668243, 0.9694748, 0.97792435, 0.9779129, 0.9826164, 0.9844475, 0.9849472, 0.98537827, 0.98571396, 0.98561096, 0.9880791, 0.9892044, 0.98947525, 0.9897232, 0.99067307, 0.9915581, 0.9919472, 0.9919815, 0.9927788, 0.9931488, 0.99321365, 0.9935837, 0.99339676, 0.9938431, 0.99367523, 0.9939079, 0.9938011, 0.9937744, 0.99414444, 0.9939842]","[14.03923, 0.44586703, 0.19370946, 0.14936642, 0.1731869, 0.13539092, 0.13451187, 0.12547955, 0.10169291, 0.09192554, 0.07348493, 0.10193736, 0.07437966, 0.06336399, 0.05733449, 0.061049607, 0.060533293, 0.060651306, 0.054944035, 0.047254797, 0.044549126, 0.04465633, 0.045674846, 0.039011065, 0.040162504, 0.038569987, 0.040455192, 0.037040237, 0.03969118, 0.036167894, 0.036861196, 0.036895648, 0.03583047, 0.036137585, 0.036252048, 0.035924986, 0.03583989, 0.035767492, 0.03560277]","[13.85814, 1.3919574, 0.26173872, 0.18032384, 0.15243083, 0.13537449, 0.12500781, 0.12345491, 0.12060529, 0.11120105, 0.10331826, 0.080108345, 0.07935867, 0.065099455, 0.058790904, 0.05726903, 0.055912077, 0.05475229, 0.055498622, 0.04697895, 0.042424805, 0.041518897, 0.040929396, 0.037406757, 0.03387355, 0.032493528, 0.032016866, 0.029241499, 0.027673118, 0.027000278, 0.025903469, 0.026426626, 0.024931075, 0.025164237, 0.024653984, 0.024920823, 0.02467685, 0.02374053, 0.023926303]",92.6156325340271,439.4876654148102,92.53504610061646,[86.02783971 86.02464443 86.02271183],[0. 0. 0.],[0.99650002 0.9964     0.99650002],[51.23097052 53.53687231 52.26838922],[0. 0. 0.],[0.67315    0.68110001 0.67750001],[53.04258499 52.8852435  52.36407859],[0. 0. 0.],[0.68260002 0.67690003 0.68019998],[24.231966 14.148769 20.128284 ...  1.84262  11.259004 36.620613]
4,0.05,"[  -3.4104612   -87.374146     26.696138     12.535103     95.47032
   38.323917     68.32811     -28.525448    154.58139     129.7037
  119.03073      18.807175    -86.844444    -97.892365    164.81905
 -173.6998     -148.7309     -258.49014     -61.63802      69.361084
  148.83777     -78.99816      81.43195     -25.483734     42.794903
  113.97957      41.940384    -71.31924    -183.95407     232.98402
  -88.14264     -41.29808    -119.70527     158.4175      162.73001
  -20.338017    147.01736      54.565556   -175.80707      -3.6964006
   51.490475    -22.620008     70.51035     220.4599      -65.18277
  -70.93696     114.890724     25.348764     30.339886    -37.878147
  -35.76006    -113.77523     -30.230963    120.679405     84.042366
   58.23213     -42.003952    -81.00342     222.07947      -8.815026
  124.35653      73.28993    -182.51634      65.58949      74.39667
 -139.50784     128.34851    -167.31262      10.855053     94.90733
   18.58649     -24.091915   -123.63954      95.60665    -151.76251
   50.684067    -52.38653     196.33951       4.1880217   -99.84652
   50.05096      36.872326    -21.95239     -34.567795     14.501191
  -43.175545    -85.578545     50.14263     -23.903175    108.44611
  -99.298386    129.96906    -106.18323    -181.52306    -126.58369
  -72.794846    -19.792793   -177.71501      85.472534     88.87976
    0.35026455 -128.5921       57.72316    -187.06929      50.606075
 -197.16656      -2.6796975   121.77841     -54.65748     -20.106888
  -11.794306    129.69049      31.140942    -81.37172     -28.906158
  130.00775    -170.6571      169.2326      -36.628384     -6.9564066
   25.742418      3.4132586   136.16151    -171.45572       3.0726814
  -82.72908     -80.66497      76.2109       19.303139    -45.701496
   80.14711      28.04421     -17.39367      46.978725     -7.2331853
  110.25216       3.5560853    -0.45335174  -33.865627    -45.067333
  -63.82486      61.36201       4.1972027   -83.23832     146.14189
   43.747383    -88.86811     231.03957       0.6745193   -23.500334
  -68.31787     -53.47932      25.866627    -55.818222    -50.638218
  -89.821075    115.10572       0.5506749     7.245762    -60.597755
  138.09904     111.32272      11.296146    -63.925392    -45.33861
  137.49611     157.3123       14.654961   -226.92569     -20.2005
   32.51236    -166.56107     212.55385     -32.49057    -224.91924
  178.20052      19.329002    213.13661    -119.99208     -78.062614
   60.155674   -179.43062     -66.60452     -98.099556     18.642174
  -73.53747     -43.40764      42.968204    -25.29182      20.929821
   73.20272     -43.851776    -72.64854     171.5844     -180.59915
  -26.74664     -86.48652      53.925934    -47.004642     48.06084   ]","[ 27.889875    31.859848    -7.874863    12.597998   -17.65063
  40.123573   -39.525284    37.687366     7.232885    -8.4199505
 -25.060675    -4.5586033    1.457162    21.192827    13.154646
  12.694274    13.735648   -28.845047     5.685753   -26.15218
  15.927408    -0.95759493   6.549227     2.4117296   -6.5482154 ]",0,"[0.49908856, 0.8022436, 0.93823117, 0.9296975, 0.94796675, 0.95032054, 0.9620292, 0.9434695, 0.96057695, 0.96845955, 0.97234577, 0.9779748, 0.9772236, 0.9766326, 0.97938704, 0.98492587, 0.9846154, 0.9841246, 0.9882412, 0.9874299, 0.98834133, 0.9867288, 0.98989385, 0.9894131, 0.99028444, 0.9906851, 0.9904447, 0.9905048, 0.9907552, 0.9911258, 0.9909856, 0.9911959, 0.99121594, 0.991256, 0.9911759]","[0.5004654, 0.5862465, 0.88723755, 0.9349251, 0.9473419, 0.95571136, 0.9599533, 0.96115875, 0.96183014, 0.9639244, 0.96940994, 0.97553635, 0.97634506, 0.97724915, 0.97766113, 0.9785423, 0.9842949, 0.98408127, 0.9855232, 0.9878998, 0.98817825, 0.9884567, 0.98885727, 0.9904556, 0.99085236, 0.99147797, 0.99178314, 0.99163437, 0.99193573, 0.9921608, 0.9924545, 0.99254227, 0.99267197, 0.99253845, 0.9926567]","[24.002968, 0.41773573, 0.18443717, 0.1924958, 0.16415225, 0.15235065, 0.13064888, 0.16472062, 0.12650363, 0.10705673, 0.09441748, 0.07990453, 0.08195265, 0.08382054, 0.07782762, 0.058627304, 0.058362976, 0.06355204, 0.047086284, 0.048325583, 0.045659773, 0.053669523, 0.04103999, 0.0431579, 0.03936722, 0.039345972, 0.040199883, 0.04040962, 0.039815076, 0.03780828, 0.037818953, 0.037259206, 0.03737195, 0.03712668, 0.037243985]","[23.879772, 1.4873664, 0.28242823, 0.19069421, 0.16163215, 0.14113541, 0.12977491, 0.12589239, 0.12426326, 0.11897007, 0.10320112, 0.08597404, 0.08332223, 0.08064349, 0.07988247, 0.07740786, 0.060148276, 0.060072474, 0.055636376, 0.047151387, 0.046710894, 0.045359958, 0.043727044, 0.038228247, 0.036549337, 0.03428165, 0.032974504, 0.033447534, 0.03221001, 0.03135783, 0.030507177, 0.03031274, 0.029506337, 0.029900681, 0.029964197]",211.6514744758606,487.88895750045776,94.56403017044067,[82.81896957 82.82466694 82.82359041],[0. 0. 0.],[0.99585003 0.99580002 0.99610001],[46.21234992 47.01066643 48.61664648],[0. 0. 0.],[0.68164998 0.68300003 0.68589997],[47.26941916 46.61641867 47.95282196],[0. 0. 0.],[0.68589997 0.68059999 0.68470001],[18.25641   16.4089    14.351379  ... -0.9595275 11.261622   1.8595392]
