alpha,epsilon,method,metric,metric_value,SIGMA,MU0,SIGMA0,N_EPOCH,NUM_LAYERS,HIDDEN_SIZE,BATCH_SIZE,NUM_BATCH,LEARNING_RATE,WDECAY,PATIENCE,COOLDOWN,FACTOR,RTOL,ACCUMULATION_SIZE,LEARNING_RATE_MIN,true_theta_1,index_marginal,xobs_1,xobs_2,xobs_3,xobs_4,xobs_5,xobs_6,xobs_7,xobs_8,xobs_9,xobs_10,xobs_11,xobs_12,xobs_13,xobs_14,xobs_15,xobs_16,xobs_17,xobs_18,xobs_19,xobs_20
1.0,inf,ABC,C2ST,0.9989500045776367,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,ABC,C2ST,0.9989500045776367,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,ABC,C2ST,0.9987999796867371,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,ABC,RS_stat,119.89196162333556,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,ABC,RS_stat,119.89204490390483,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,ABC,RS_stat,119.89272339560151,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,ABC,RS_pvalue,0.0,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,ABC,RS_pvalue,0.0,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,ABC,RS_pvalue,0.0,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
1.0,inf,NRE,C2ST,0.819350004196167,1.0,0,20.0,200,2,128,256,39,0.001,0.001,7,0,0.5,0.0001,200,1e-06,47.468452,0,47.720837,49.00733,47.50173,48.08317,47.496025,46.930893,47.038513,46.22683,47.97457,46.98486,48.05589,46.831203,46.962612,47.2643,47.515816,47.896687,45.873028,47.36815,46.452534,48.723804
