alpha,epsilon,method,metric,metric_value,sigma,mu0,sigma0,N_EPOCH,NUM_LAYERS,HIDDEN_SIZE,BATCH_SIZE,NUM_BATCH,LEARNING_RATE,WDECAY,PATIENCE,COOLDOWN,FACTOR,RTOL,ACCUMULATION_SIZE,LEARNING_RATE_MIN,true_theta_1,index_marginal,xobs_1,xobs_2,xobs_3,xobs_4,xobs_5
0.01,3.3594604,CORRECTED_NRE,RS_pvalue,0.04275053297027822,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_SIMULATION,0.7127468585968018,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_TRAINING,216.88886094093323,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_EVAL,8.038464069366455,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,NN_TRAIN_ACCURACY,0.7803878784179688,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,NN_TEST_ACCURACY,0.7800064086914062,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ABC,C2ST,0.6212000250816345,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ABC,RS_stat,2.888968655853032,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ABC,RS_pvalue,0.003865075985061769,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,NRE,C2ST,0.5845500230789185,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,NRE,RS_stat,-14.52389735964131,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,NRE,RS_pvalue,8.550713896137449e-48,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,CORRECTED_NRE,C2ST,0.5119500160217285,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,CORRECTED_NRE,RS_stat,-4.447945395807068,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,CORRECTED_NRE,RS_pvalue,8.669556037952077e-06,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_SIMULATION,0.6133880615234375,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_TRAINING,297.58973383903503,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_EVAL,7.163898706436157,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,NN_TRAIN_ACCURACY,0.6841926574707031,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,NN_TEST_ACCURACY,0.6841087341308594,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ABC,C2ST,0.5045499801635742,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ABC,RS_stat,-3.582180193141419,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ABC,RS_pvalue,0.00034073862285645087,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,NRE,C2ST,0.9958999752998352,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,NRE,RS_stat,117.54144838693159,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,NRE,RS_pvalue,0.0,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,CORRECTED_NRE,C2ST,0.5078999996185303,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,CORRECTED_NRE,RS_stat,-3.280405702119019,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,CORRECTED_NRE,RS_pvalue,0.0010365790976056396,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_SIMULATION,0.728057861328125,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_TRAINING,206.5023899078369,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_EVAL,7.923874855041504,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,NN_TRAIN_ACCURACY,0.4992027282714844,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,NN_TEST_ACCURACY,0.49945068359375,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ABC,C2ST,0.5079500079154968,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ABC,RS_stat,-3.765524815809952,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ABC,RS_pvalue,0.00016619961459575286,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,NRE,C2ST,0.9955499768257141,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,NRE,RS_stat,116.85157542069939,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,NRE,RS_pvalue,0.0,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,CORRECTED_NRE,C2ST,0.5076500177383423,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,CORRECTED_NRE,RS_stat,-3.274121693282166,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,CORRECTED_NRE,RS_pvalue,0.001059909548376756,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_SIMULATION,0.7686259746551514,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_TRAINING,201.28131198883057,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_EVAL,8.43949580192566,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,NN_TRAIN_ACCURACY,0.49965667724609375,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,NN_TEST_ACCURACY,0.499725341796875,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ABC,C2ST,0.4941500127315521,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ABC,RS_stat,-2.133187692046231,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ABC,RS_pvalue,0.03290933237380341,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,NRE,C2ST,0.9952999949455261,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,NRE,RS_stat,117.18945203849879,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,NRE,RS_pvalue,0.0,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,CORRECTED_NRE,C2ST,0.5044500231742859,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,CORRECTED_NRE,RS_stat,-4.45628569987625,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,CORRECTED_NRE,RS_pvalue,8.339188097394952e-06,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_SIMULATION,0.7095470428466797,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_TRAINING,210.91939115524292,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_EVAL,7.6810431480407715,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,NN_TRAIN_ACCURACY,0.49855804443359375,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,NN_TEST_ACCURACY,0.4995574951171875,1.0,0.0,20.0,100,7,256,256,1024,0.001,0.001,7,0,0.5,0.0001,200,1e-06,40.0,0,38.541805,37.952957,42.04734,41.16841,39.024162
