ranks,true_phis
120,2.6634538173675537
62,2.50955867767334
77,2.469477891921997
106,2.6052005290985107
105,2.5121164321899414
2,2.2671165466308594
51,2.3993773460388184
100,2.6050262451171875
97,2.4573044776916504
65,2.2303755283355713
42,2.3419015407562256
75,2.236510753631592
74,2.6349687576293945
6,2.4615752696990967
95,2.4573044776916504
44,2.5599493980407715
123,2.3958683013916016
36,2.5295376777648926
52,2.3939085006713867
73,2.2479372024536133
83,2.563342571258545
38,2.343945264816284
34,2.689821243286133
31,2.34757399559021
99,2.5844309329986572
120,2.6452181339263916
23,2.2155892848968506
92,2.8365161418914795
47,2.591240167617798
84,2.531911849975586
95,2.3214550018310547
89,2.745321035385132
62,2.7527313232421875
55,2.209648370742798
47,2.677276134490967
10,2.3044371604919434
123,2.7004480361938477
116,2.8008670806884766
96,2.442533493041992
75,2.3779051303863525
9,2.609093189239502
6,2.2947306632995605
45,2.5808801651000977
4,2.4651098251342773
108,2.3149452209472656
29,2.6996333599090576
31,2.3660502433776855
53,2.5766756534576416
87,2.650987386703491
11,2.580763339996338
116,2.6640849113464355
115,2.2851996421813965
29,2.3802852630615234
116,2.653061628341675
124,2.612224578857422
87,2.601806402206421
67,2.444575786590576
99,2.6439459323883057
67,2.428208112716675
82,2.5156712532043457
50,2.6250455379486084
86,2.3098137378692627
9,2.618001937866211
85,2.6170084476470947
55,2.782639741897583
117,2.4698314666748047
63,2.2497341632843018
117,2.5856339931488037
26,2.5187368392944336
40,2.2098827362060547
61,2.580070972442627
87,2.7047128677368164
62,2.706007719039917
8,2.454695463180542
110,2.365950584411621
39,2.5064611434936523
98,2.8476126194000244
116,2.798351764678955
31,2.4884865283966064
37,2.393394947052002
67,2.664246082305908
113,2.4471168518066406
57,2.6445159912109375
41,2.5051932334899902
31,2.599623918533325
7,2.6432158946990967
5,2.477055072784424
12,2.632948637008667
109,2.261357545852661
5,2.392935037612915
100,2.6018929481506348
69,2.309704303741455
120,2.396294355392456
30,2.5920095443725586
115,2.5496106147766113
119,2.738438367843628
121,2.489119052886963
76,2.397123098373413
114,2.728233575820923
65,2.356090784072876
57,2.230527877807617
58,2.228898048400879
80,2.335272789001465
113,2.7111902236938477
123,2.573700428009033
36,2.7553794384002686
70,2.4286863803863525
26,2.580355644226074
14,2.5868496894836426
51,2.647113800048828
62,2.470216989517212
113,2.6812503337860107
28,2.3550899028778076
55,2.5382437705993652
75,2.534554958343506
120,2.72127366065979
97,2.329005241394043
92,2.7206902503967285
95,2.518592596054077
93,2.6317265033721924
84,2.642394542694092
109,2.497349500656128
78,2.6615099906921387
34,2.2363531589508057
36,2.6124727725982666
2,2.4167187213897705
63,2.2442309856414795
49,2.223270893096924
65,2.2970521450042725
32,2.281508445739746
32,2.655579090118408
67,2.354916572570801
126,2.7351126670837402
121,2.3915348052978516
81,2.2689218521118164
49,2.586615562438965
73,2.372537136077881
57,2.3369789123535156
98,2.328289270401001
81,2.7993130683898926
64,2.6486542224884033
7,2.3901681900024414
67,2.5165271759033203
73,2.709486722946167
28,2.4935853481292725
73,2.375183343887329
115,2.324697732925415
125,2.2864089012145996
108,2.7669434547424316
57,2.555741310119629
121,2.3669326305389404
73,2.7412335872650146
39,2.602590799331665
49,2.570770502090454
126,2.445920944213867
97,2.3093130588531494
109,2.376626968383789
114,2.7864677906036377
54,2.429459810256958
34,2.462897539138794
72,2.491910219192505
45,2.6771445274353027
2,2.2916736602783203
90,2.685363292694092
104,2.718752861022949
35,2.650353193283081
88,2.569828987121582
32,2.2261533737182617
45,2.230527877807617
5,2.53354811668396
83,2.394278049468994
87,2.755157232284546
91,2.3425424098968506
36,2.484773874282837
10,2.59096622467041
12,2.1706225872039795
39,2.3227450847625732
27,2.346114158630371
31,2.5030415058135986
119,2.425053834915161
45,2.4230597019195557
42,2.760977029800415
66,2.6319797039031982
19,2.36458420753479
87,2.640077590942383
101,2.52752423286438
10,2.421908140182495
54,2.627913236618042
74,2.6702566146850586
61,2.428875207901001
100,2.4555552005767822
111,2.746887445449829
73,2.3339972496032715
32,2.6064982414245605
102,2.5920095443725586
95,2.6170380115509033
57,2.2670722007751465
117,2.2783987522125244
35,2.4878904819488525
26,2.6931188106536865
42,2.7460310459136963
38,2.371307849884033
57,2.7313995361328125
8,2.7358405590057373
40,2.746103525161743
32,2.614037275314331
125,2.385690927505493
57,2.209648370742798
20,2.197364091873169
100,2.494513750076294
69,2.342533826828003
48,2.6603527069091797
116,2.521449327468872
117,2.5451815128326416
121,2.685555934906006
87,2.562166213989258
115,2.354034662246704
72,2.278897285461426
19,2.4714834690093994
94,2.372141122817993
56,2.6260454654693604
97,2.54542875289917
59,2.7719473838806152
56,2.5328710079193115
73,2.2434921264648438
42,2.2583260536193848
11,2.679516077041626
36,2.3421552181243896
124,2.439950466156006
53,2.490525245666504
82,2.674280881881714
31,2.3693201541900635
124,2.778688669204712
60,2.763240098953247
109,2.843275308609009
88,2.57145619392395
110,2.6141231060028076
43,2.615330934524536
103,2.5092554092407227
58,2.365896463394165
114,2.455829381942749
59,2.482290506362915
59,2.550138473510742
54,2.5510120391845703
48,2.7159805297851562
14,2.431910276412964
57,2.469985008239746
60,2.24414324760437
86,2.5982449054718018
76,2.357213258743286
84,2.5062763690948486
97,2.3024511337280273
53,2.4154937267303467
119,2.384373188018799
43,2.686896562576294
101,2.6864969730377197
70,2.345808744430542
34,2.342524528503418
92,2.359194040298462
10,2.588034152984619
30,2.5207958221435547
4,2.4842851161956787
72,2.2159149646759033
72,2.2453980445861816
92,2.4674720764160156
35,2.187013864517212
118,2.533754587173462
38,2.342982530593872
110,2.4386632442474365
74,2.36045503616333
107,2.8358771800994873
43,2.6184566020965576
82,2.5248422622680664
54,2.4024312496185303
40,2.4696059226989746
117,2.7611491680145264
67,2.5223939418792725
126,2.5540385246276855
81,2.3019747734069824
56,2.7355024814605713
119,2.5106608867645264
86,2.421506643295288
75,2.64092755317688
68,2.759706974029541
11,2.7299985885620117
125,2.782120943069458
74,2.832645893096924
69,2.253791570663452
9,2.4230597019195557
114,2.707312822341919
58,2.591240167617798
5,2.6844406127929688
78,2.3044371604919434
41,2.473339080810547
69,2.722163677215576
43,2.4900307655334473
32,2.397857189178467
47,2.189979314804077
64,2.385067939758301
80,2.4040303230285645
21,2.691251277923584
14,2.5242021083831787
18,2.3959553241729736
4,2.1892285346984863
22,2.356358528137207
102,2.637699842453003
83,2.6909525394439697
89,2.441645622253418
54,2.285867929458618
117,2.5180723667144775
31,2.458505153656006
11,2.49513578414917
93,2.332925319671631
101,2.483065128326416
82,2.5705645084381104
40,2.5256540775299072
95,2.517076015472412
85,2.586913585662842
89,2.5833640098571777
30,2.3665149211883545
110,2.4318137168884277
40,2.683230400085449
101,2.4681808948516846
96,2.499235153198242
110,2.354677200317383
63,2.225003242492676
70,2.2255139350891113
86,2.3790090084075928
52,2.1905617713928223
128,2.4711363315582275
87,2.7661798000335693
74,2.3974661827087402
8,2.329198122024536
67,2.3846542835235596
65,2.674257516860962
50,2.625858783721924
118,2.588130474090576
100,2.448561668395996
14,2.2140347957611084
116,2.615330934524536
69,2.740584135055542
27,2.476400136947632
62,2.7671940326690674
68,2.4845526218414307
85,2.8058323860168457
101,2.7126529216766357
107,2.5200657844543457
3,2.2850515842437744
57,2.776061773300171
98,2.514961004257202
49,2.632073402404785
6,2.538790702819824
48,2.505943536758423
126,2.4186880588531494
105,2.540560245513916
31,2.2487645149230957
34,2.192685127258301
82,2.2865569591522217
68,2.603731393814087
42,2.3578238487243652
31,2.264570951461792
101,2.419572353363037
57,2.2521719932556152
79,2.7402327060699463
104,2.3691246509552
116,2.650357246398926
128,2.5321407318115234
50,2.5294206142425537
33,2.3224480152130127
80,2.2749717235565186
23,2.6147422790527344
18,2.276010513305664
7,2.3948974609375
100,2.693321466445923
103,2.6497793197631836
69,2.2999579906463623
92,2.2856462001800537
82,2.505943536758423
6,2.4885501861572266
27,2.360072612762451
59,2.2001352310180664
120,2.3061952590942383
69,2.3512699604034424
30,2.335272789001465
71,2.376612424850464
104,2.727515459060669
8,2.233126401901245
127,2.546804904937744
66,2.540750503540039
87,2.3973679542541504
111,2.5010576248168945
86,2.531010389328003
117,2.7899389266967773
117,2.4353859424591064
101,2.749594211578369
107,2.604679822921753
84,2.6819698810577393
103,2.3958940505981445
24,2.29373836517334
115,2.4820969104766846
82,2.6415979862213135
99,2.4227020740509033
26,2.248112678527832
120,2.632542133331299
32,2.267789363861084
100,2.458138942718506
61,2.408933639526367
30,2.370229482650757
102,2.6069576740264893
120,2.520927906036377
20,2.6184566020965576
49,2.4416632652282715
93,2.6919312477111816
94,2.7415852546691895
23,2.235719919204712
116,2.7638189792633057
60,2.6079964637756348
62,2.614882707595825
78,2.2712161540985107
113,2.542220115661621
114,2.4264655113220215
86,2.4999659061431885
127,2.756469488143921
112,2.274249315261841
43,2.612656354904175
24,2.3633198738098145
17,2.2862091064453125
53,2.377185344696045
87,2.481104612350464
128,2.622041702270508
17,2.254164934158325
114,2.568469285964966
101,2.2781803607940674
19,2.289405345916748
99,2.3092875480651855
107,2.432725429534912
89,2.312941551208496
122,2.336412191390991
6,2.554685592651367
25,2.434162139892578
66,2.6565492153167725
48,2.5907585620880127
115,2.3360469341278076
72,2.428501605987549
72,2.3411865234375
87,2.520207405090332
44,2.5759191513061523
118,2.6186325550079346
40,2.261744976043701
96,2.657083511352539
102,2.900529623031616
79,2.437653064727783
39,2.3988752365112305
20,2.3005473613739014
92,2.755157232284546
112,2.266709804534912
90,2.537203788757324
17,2.5483086109161377
122,2.400090456008911
86,2.6856093406677246
62,2.538388252258301
8,2.5454823970794678
98,2.4669322967529297
33,2.520202159881592
4,2.393303155899048
89,2.528975009918213
93,2.8117542266845703
10,2.180257558822632
21,2.6205646991729736
114,2.3771235942840576
66,2.556187629699707
119,2.3067286014556885
6,2.567594289779663
41,2.2204740047454834
70,2.2890772819519043
92,2.449122905731201
119,2.3364014625549316
74,2.8277809619903564
105,2.4865217208862305
66,2.6940436363220215
128,2.4485819339752197
75,2.3061952590942383
102,2.6564090251922607
52,2.345885992050171
37,2.525642156600952
73,2.4528892040252686
58,2.2867581844329834
83,2.525087594985962
128,2.5191104412078857
48,2.273689031600952
104,2.851222038269043
53,2.341942071914673
106,2.4187326431274414
32,2.3725154399871826
83,2.292240619659424
82,2.427377462387085
73,2.4594950675964355
95,2.4516029357910156
30,2.4492721557617188
79,2.660726308822632
14,2.407290458679199
66,2.3402297496795654
109,2.236750841140747
108,2.72491455078125
44,2.455944776535034
73,2.6050262451171875
111,2.619645833969116
116,2.7341628074645996
84,2.6379594802856445
96,2.637674331665039
47,2.2533180713653564
81,2.502302885055542
94,2.4031753540039062
69,2.7107770442962646
16,2.2537014484405518
39,2.4662559032440186
32,2.5887603759765625
74,2.2965900897979736
12,2.695753335952759
2,2.4287688732147217
76,2.4798665046691895
27,2.73299503326416
39,2.495758056640625
91,2.3533072471618652
21,2.633443593978882
13,2.7251837253570557
81,2.273157835006714
86,2.3183538913726807
76,2.687267780303955
51,2.743943452835083
37,2.3948616981506348
100,2.353057384490967
55,2.45918345451355
73,2.455826759338379
92,2.4463565349578857
111,2.433194637298584
80,2.685555934906006
85,2.5836241245269775
25,2.4520485401153564
72,2.5607821941375732
115,2.412468910217285
62,2.4878644943237305
120,2.782306432723999
78,2.2831368446350098
114,2.5876102447509766
83,2.7759816646575928
71,2.5443167686462402
5,2.4869630336761475
114,2.7770941257476807
44,2.6472270488739014
82,2.3646504878997803
49,2.6490638256073
52,2.582638740539551
103,2.6028194427490234
9,2.1548666954040527
118,2.3835911750793457
25,2.292423963546753
101,2.6079742908477783
86,2.514456272125244
38,2.2830591201782227
51,2.1884520053863525
91,2.3931429386138916
72,2.3292653560638428
101,2.404642105102539
102,2.7146289348602295
75,2.7198402881622314
66,2.4641926288604736
107,2.6394221782684326
33,2.654660224914551
81,2.5391507148742676
119,2.580355644226074
58,2.389033555984497
101,2.314807415008545
7,2.371696949005127
115,2.828221082687378
117,2.69295597076416
30,2.467367172241211
85,2.4486348628997803
90,2.371629238128662
27,2.4671459197998047
57,2.397115707397461
86,2.551034927368164
51,2.654660224914551
52,2.460888385772705
52,2.262777090072632
64,2.290262460708618
15,2.490013837814331
98,2.486635446548462
36,2.704629421234131
40,2.506572723388672
52,2.3810317516326904
124,2.5276834964752197
77,2.7769858837127686
40,2.5813350677490234
49,2.4516749382019043
98,2.8501031398773193
121,2.7526450157165527
101,2.649622678756714
68,2.3963630199432373
45,2.219015598297119
49,2.542264223098755
55,2.2966291904449463
99,2.25182843208313
85,2.6698734760284424
64,2.3527114391326904
97,2.4667789936065674
95,2.739030599594116
6,2.6135196685791016
90,2.416680097579956
25,2.6930463314056396
18,2.658707857131958
50,2.7239909172058105
123,2.6109697818756104
124,2.754138708114624
94,2.583749294281006
2,2.1768016815185547
104,2.508310556411743
25,2.33906888961792
21,2.459193468093872
55,2.2228076457977295
67,2.657083511352539
76,2.7400429248809814
108,2.3494842052459717
113,2.634178876876831
